# ARK Zero-Parameter Inverse Solver V5.4 (Final)
# alpha = 4pi/3 = 4.188790 (DERIVED)
# Free parameters: 0
# Upsilon_disk = 0.5, Upsilon_bulge = 0.7
# Global r = 0.8922, Global RMS = 34.8 km/s
# chi2/N (composite) = 7.6581
#
# Galaxy                Rad     Vobs     errV  Vbar_meas  Vbar_pred     kappa     Vgas    Vdisk     Vbul
#                       kpc     km/s     km/s       km/s       km/s               km/s     km/s     km/s
  F571-V1            13.590    83.90     6.00     34.390     54.665    1.0000    28.80    26.58     0.00
  F574-1              0.470    15.30     4.40      9.189     10.465    0.8407     0.25    12.99     0.00
  F574-1              1.410    41.00     4.36     23.266     28.546    0.8795     0.88    32.88     0.00
  F574-1              2.350    60.70     4.40     29.144     43.592    0.9546     1.88    41.13     0.00
  F574-1              3.290    74.90     4.40     30.196     54.220    1.0000     3.41    42.43     0.00
  F574-1              4.220    83.00     6.28     31.841     58.972    1.0000     5.43    44.37     0.00
  F574-1              5.170    86.80     4.40     33.924     60.410    1.0000     7.80    46.69     0.00
  F574-1              6.110    89.40     4.40     36.085     60.895    1.0000    10.44    48.85     0.00
  F574-1              7.050    92.50     4.40     37.285     61.571    1.0000    13.15    49.34     0.00
  F574-1              7.990    94.70     4.40     38.933     61.471    1.0000    16.07    50.15     0.00
  F574-1              8.920    96.30     4.40     39.612     60.833    1.0000    18.98    49.17     0.00
  F574-1              9.870    97.80     4.40     41.492     59.916    1.0000    21.99    49.76     0.00
  F574-1             10.790    98.80     4.62     43.492     58.557    1.0000    25.00    50.33     0.00
  F574-1             11.800    99.50     4.40     45.367     56.601    1.0000    27.82    50.68     0.00
  F574-1             12.600    99.70     5.14     46.484     54.670    1.0000    30.02    50.19     0.00
  F574-2              2.170    12.60    10.00     12.603      6.384    0.4710    -8.64    21.61     0.00
  F574-2              4.320    23.00    10.00     17.638     12.062    0.5026    -7.74    27.24     0.00
  F574-2              6.490    30.00     8.00     28.659     16.601    0.5587    15.60    34.00     0.00
  F574-2              8.650    36.00     8.00     33.947     21.442    0.6535    23.65    34.44     0.00
  F574-2             10.830    40.00     8.00     38.120     26.480    0.8401    28.17    36.32     0.00
  F579-V1             0.420    35.70     9.10     10.749     23.308    0.7061    -1.70    15.39     0.00
  F579-V1             1.470    83.30     9.30     28.456     57.335    0.7961    -4.30    40.70     0.00
  F579-V1             2.110    94.20    10.40     34.226     67.410    0.8746    -3.80    48.70     0.00
  F579-V1             2.840    97.60     9.10     37.892     72.737    0.9719    -0.80    53.60     0.00
  F579-V1             3.900   101.00     9.10     41.161     74.867    1.0000     5.90    57.61     0.00
  F579-V1             4.740   105.00    16.70     45.830     76.608    1.0000    10.47    63.10     0.00
  F579-V1             5.690   106.00     9.10     49.846     75.950    1.0000    13.24    67.96     0.00
  F579-V1             6.320   108.00    11.50     51.584     76.449    1.0000    14.88    69.85     0.00
  F579-V1             7.370   110.00    23.00     54.227     76.243    1.0000    17.96    72.36     0.00
  F579-V1             8.210   112.00    19.70     55.368     76.264    1.0000    20.83    72.55     0.00
  F579-V1             9.160   113.00     9.10     57.060     75.325    1.0000    23.19    73.73     0.00
  F579-V1            10.850   114.00     9.10     58.198     72.922    1.0000    26.37    73.37     0.00
  F579-V1            12.210   114.00     9.10     57.002     70.275    1.0000    28.32    69.96     0.00
  F579-V1            15.160   114.00    11.20     55.787     63.764    1.0000    33.04    63.57     0.00
  F583-1              0.260    14.60    13.00      3.543      7.189    0.4286    -0.50     5.06     0.00
  F583-1              0.440    10.00     7.00      5.713      5.013    0.4439    -0.86     8.17     0.00
  F583-1              0.770    10.70     7.13      9.161      5.533    0.4722    -1.55    13.14     0.00
  F583-1              0.890    17.40     9.60     10.133      9.375    0.5126    -1.78    14.55     0.00
  F583-1              1.220    23.50    11.20     11.982     13.315    0.5668    -2.43    17.29     0.00
  F583-1              1.550    31.00     5.20     12.643     18.553    0.6326    -2.98    18.37     0.00
  F583-1              1.800    32.30     2.41     12.507     20.400    0.7050    -3.18    18.25     0.00
  F583-1              2.210    40.90     5.90     13.007     27.304    0.7898    -3.53    19.06     0.00
  F583-1              2.310    43.80     4.26     13.213     30.578    0.8646    -3.66    19.39     0.00
  F583-1              2.540    44.80     4.50     13.659     32.664    0.9462    -4.08    20.16     0.00
  F583-1              3.100    51.70    12.70     14.796     38.552    1.0000    -5.16    22.16     0.00
  F583-1              3.430    55.70     4.50     16.021     41.386    1.0000    -4.94    23.71     0.00
  F583-1              3.860    59.40     9.85     17.366     43.914    1.0000    -3.07    24.94     0.00
  F583-1              4.090    62.00     4.50     17.966     45.707    1.0000     1.31    25.34     0.00
  F583-1              4.370    63.00     3.20     18.730     46.280    1.0000     4.42    25.74     0.00
  F583-1              4.760    66.60     6.90     19.778     48.675    1.0000     7.13    26.09     0.00
  F583-1              5.400    71.30     2.95     21.656     51.639    1.0000    11.25    26.17     0.00
  F583-1              5.860    72.30    15.50     22.991     52.007    1.0000    13.88    25.92     0.00
  F583-1              6.080    73.40     6.00     23.542     52.623    1.0000    14.94    25.73     0.00
  F583-1              6.430    72.40     5.81     24.533     51.636    1.0000    16.72    25.39     0.00
  F583-1              6.970    77.10    12.10     26.324     54.530    1.0000    19.67    24.74     0.00
  F583-1              7.960    80.30    13.50     29.370     55.844    1.0000    24.09    23.76     0.00
  F583-1             10.290    84.70     6.00     35.304     56.312    1.0000    31.66    22.09     0.00
  F583-1             15.490    86.90     5.60     41.300     50.440    1.0000    39.34    17.78     0.00
  F583-1             16.260    85.80     8.60     41.355     48.534    1.0000    39.55    17.09     0.00
  F583-4              0.220    10.70     4.90      3.981      8.000    1.0000     0.47     5.59     0.00
  F583-4              0.760    24.70     4.90     12.606     18.335    1.0000     1.87    17.63     0.00
  F583-4              1.310    38.90     4.90     19.119     28.539    1.0000     3.27    26.64     0.00
  F583-4              1.940    42.70     7.89     23.332     30.826    1.0000     4.87    32.27     0.00
  F583-4              3.920    55.00     4.90     28.358     37.577    1.0000     8.50    38.26     0.00
  F583-4              4.350    57.20     4.90     28.680     38.537    1.0000     9.17    38.43     0.00
  F583-4              5.000    59.80     4.90     29.498     39.366    1.0000    10.30    39.09     0.00
  F583-4              5.050    62.50     3.43     29.513     41.063    1.0000    10.40    39.06     0.00
  F583-4              5.830    61.80     3.98     29.714     39.292    1.0000    12.10    38.38     0.00
  F583-4              6.090    64.40     4.90     29.812     40.465    1.0000    12.72    38.13     0.00
  F583-4              6.740    67.20     4.90     31.154     40.813    1.0000    14.18    39.23     0.00
  F583-4              7.290    69.90     4.90     30.299     41.014    1.0000    15.33    36.96     0.00
  IC2574              0.850    10.30     0.20      6.781      5.817    0.6489     0.00     9.59     0.00
  IC2574              1.140    12.90     2.70      8.478      7.381    0.6667     0.00    11.99     0.00
  IC2574              1.420    16.40     1.80      9.824      9.604    0.6992     0.94    13.83     0.00
  IC2574              1.710    18.60     2.10     11.332     11.246    0.7467     3.44    15.27     0.00
  IC2574              1.990    19.80     2.00     12.918     12.434    0.8073     5.14    16.76     0.00
  IC2574              2.280    26.10     0.60     13.848     17.123    0.8843     5.82    17.77     0.00
  IC2574              2.550    27.70     2.70     14.901     19.057    0.9774     6.87    18.70     0.00
  IC2574              2.840    29.70     2.60     15.648     20.600    1.0000     7.58    19.36     0.00
  IC2574              3.130    33.00     3.40     16.285     22.806    1.0000     8.21    19.89     0.00
  IC2574              3.410    34.80     1.20     16.760     23.958    1.0000     8.78    20.19     0.00
  IC2574              3.700    35.00     0.90     16.663     23.999    1.0000     8.64    20.15     0.00
  IC2574              3.980    39.00    10.20     16.479     26.632    1.0000     7.98    20.39     0.00
  IC2574              4.260    35.90     5.40     17.028     24.415    1.0000     7.97    21.28     0.00
  IC2574              4.550    40.00     4.10     18.929     27.089    1.0000    10.01    22.72     0.00
  IC2574              4.840    38.70     1.40     20.809     26.095    1.0000    11.42    24.60     0.00
  IC2574              5.120    41.80     0.50     21.945     28.066    1.0000    12.67    25.34     0.00
  IC2574              5.410    42.90     0.40     22.443     28.667    1.0000    13.13    25.74     0.00
  IC2574              5.680    44.40     1.70     23.338     29.533    1.0000    13.93    26.48     0.00
  IC2574              5.970    46.10     1.30     24.058     30.503    1.0000    14.50    27.15     0.00
  IC2574              6.260    49.00     0.90     25.109     32.237    1.0000    15.98    27.39     0.00
  IC2574              6.540    51.90     0.60     26.115     33.934    1.0000    17.58    27.31     0.00
  IC2574              6.830    53.10     2.10     26.374     34.479    1.0000    18.38    26.75     0.00
  IC2574              7.100    54.00     0.50     26.770     34.828    1.0000    19.29    26.25     0.00
  IC2574              7.390    55.90     1.10     27.082     35.778    1.0000    19.86    26.04     0.00
  IC2574              7.680    58.80     3.60     27.853     37.318    1.0000    21.01    25.86     0.00
  IC2574              7.960    57.30     4.60     28.420     36.060    1.0000    21.81    25.77     0.00
  IC2574              8.250    54.00     9.00     28.857     33.707    1.0000    22.49    25.57     0.00
  IC2574              8.520    63.80    12.00     28.727     39.480    1.0000    22.38    25.47     0.00
  IC2574              8.810    60.50     6.20     28.872     37.044    1.0000    22.60    25.41     0.00
  IC2574              9.100    61.00     5.70     29.134     36.966    1.0000    22.95    25.38     0.00
  IC2574              9.380    66.00     1.30     29.728     39.548    1.0000    23.63    25.51     0.00
  IC2574              9.670    65.20     3.40     30.835     38.571    1.0000    24.89    25.74     0.00
  IC2574              9.960    67.10     4.70     31.211     39.159    1.0000    25.80    24.84     0.00
  IC2574             10.230    67.50     9.30     32.023     38.859    1.0000    27.17    23.97     0.00
  IC4202              0.770    35.10     3.96    112.912     23.542    0.9009     2.22    20.98   133.76
  IC4202              1.590    77.90     3.95    150.633     52.727    0.9223     3.89    40.96   176.62
  IC4202              2.360   115.00     6.70    153.696     79.041    0.9601     4.02    58.24   176.92
  IC4202              3.130   156.00     3.16    153.707    108.580    1.0000     0.90    74.68   172.53
  IC4202              3.950   192.00     3.14    158.905    132.080    1.0000     0.00    91.45   173.49
  IC4202              4.730   204.00     2.90    164.240    138.537    1.0000     0.00   107.35   174.08
  IC4202              5.500   209.00     3.36    164.190    140.115    1.0000     0.00   120.52   167.74
  IC4202              6.270   220.00     3.25    162.928    145.556    1.0000     0.00   132.68   159.21
  IC4202              7.080   231.00     3.49    164.991    150.580    1.0000     0.00   150.86   150.44
  IC4202              7.860   235.00     4.65    169.908    150.904    1.0000     0.24   170.80   142.84
  IC4202              8.660   245.00     6.00    174.943    154.785    1.0000     0.00   187.59   136.33
  IC4202              9.450   246.00     5.57    178.620    152.803    1.0000     3.80   199.82   130.53
  IC4202             10.240   239.00     6.95    180.738    145.984    1.0000     0.00   208.12   125.41
  IC4202             11.020   240.00     7.16    181.448    144.209    1.0000     3.35   212.98   120.90
  IC4202             11.790   240.00     4.85    181.396    141.839    1.0000    15.63   214.90   116.92
  IC4202             12.470   246.00     7.68    180.595    143.175    1.0000    22.51   214.77   113.67
  IC4202             13.340   241.00     6.21    179.160    137.452    1.0000    30.77   213.03   109.94
  IC4202             14.110   250.00     5.62    177.662    139.923    1.0000    37.16   210.67   106.85
  IC4202             14.590   242.00     5.10    176.638    133.809    1.0000    39.71   209.26   105.08
  IC4202             14.980   244.00     7.41    175.840    133.595    1.0000    41.88   208.03   103.70
  IC4202             15.750   248.00     5.08    174.027    133.028    1.0000    44.73   205.55   101.13
  IC4202             16.520   249.00     5.22    172.013    130.671    1.0000    46.30   203.07    98.75
  IC4202             17.100   246.00     6.35    170.283    126.911    1.0000    46.79   201.06    97.06
  IC4202             17.880   241.00    16.20    167.793    121.476    1.0000    46.99   198.19    94.92
  IC4202             18.650   247.00    14.60    165.317    121.515    1.0000    47.18   195.23    92.94
  IC4202             19.620   234.00    20.90    162.356    111.531    1.0000    47.77   191.47    90.61
  IC4202             20.780   249.00    10.00    159.790    113.865    1.0000    51.51   186.83    88.05
  IC4202             22.130   236.00    16.10    157.585    102.211    1.0000    57.31   181.40    85.32
  IC4202             23.000   245.00    22.10    155.910     99.021    0.9373    59.87   177.88    83.69
  IC4202             23.580   243.00     4.20    154.780     87.256    0.7751    61.24   175.64    82.65
  IC4202             25.030   238.00     7.76    150.644     78.654    0.7296    61.05   170.07    80.22
  IC4202             25.900   247.00     6.14    148.036     72.027    0.6038    60.16   166.98    78.87
